time,painel_fotovoltaico_tensao,painel_fotovoltaico_corrente,painel_fotovoltaico_potencia,painel_fotovoltaico_temperatura,painel_fotovoltaico_radiacao,painel_fotovoltaico_inclinacao,eletrolisador_tensao,eletrolisador_corrente,eletrolisador_densidade_corrente,eletrolisador_temperatura,eletrolisador_caudal_H2,eletrolisador_caudal_H2O,eletrolisador_pressao,eletrolisador_potencia,tanque_pressao,tanque_volume,tanque_temperatura,celula_combustivel_tensao,celula_combustivel_corrente,celula_combustivel_temperatura,celula_combustivel_caudal_H2,celula_combustivel_caudal_H2O,celula_combustivel_pressao,celula_combustivel_potencia,bateria_tensao,bateria_corrente,bateria_temperatura,bateria_soc,rede_tensao,rede_corrente
867.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5151.070843164825,15.0,0.0,5151.070843164825,2.1500309606481776,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
868.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5158.003170720893,15.0,0.0,5158.003170720893,2.152924479166696,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
869.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5164.935498276959,15.0,0.0,5164.935498276959,2.1558179976852148,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
870.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5171.8678258330265,15.0,0.0,5171.8678258330265,2.1587115162037334,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
871.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5178.800153389094,15.0,0.0,5178.800153389094,2.161605034722252,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
872.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5185.73248094516,15.0,0.0,5185.73248094516,2.1644985532407706,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
873.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5192.6648085012275,15.0,0.0,5192.6648085012275,2.167392071759289,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
874.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5199.597136057295,15.0,0.0,5199.597136057295,2.1702855902778078,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
875.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5206.529463613362,15.0,0.0,5206.529463613362,2.1731791087963264,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
876.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5213.461791169428,15.0,0.0,5213.461791169428,2.176072627314845,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
877.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5220.394118725495,15.0,0.0,5220.394118725495,2.1789661458333636,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
878.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5227.326446281562,15.0,0.0,5227.326446281562,2.181859664351882,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
879.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5234.25877383763,15.0,0.0,5234.25877383763,2.1847531828704008,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
880.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5241.191101393696,15.0,0.0,5241.191101393696,2.1876467013889194,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
881.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5248.123428949763,15.0,0.0,5248.123428949763,2.190540219907438,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
882.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5255.055756505831,15.0,0.0,5255.055756505831,2.1934337384259566,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
883.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5261.988084061898,15.0,0.0,5261.988084061898,2.196327256944475,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
884.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5268.920411617964,15.0,0.0,5268.920411617964,2.1992207754629938,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
885.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5275.852739174032,15.0,0.0,5275.852739174032,2.2021142939815124,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
886.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5282.785066730099,15.0,0.0,5282.785066730099,2.205007812500031,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
887.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5289.7173942861655,15.0,0.0,5289.7173942861655,2.2079013310185496,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
888.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5296.649721842233,15.0,0.0,5296.649721842233,2.210794849537068,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
889.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5303.5820493983,15.0,0.0,5303.5820493983,2.2136883680555868,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
890.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5310.514376954367,15.0,0.0,5310.514376954367,2.2165818865741054,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
891.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5317.446704510434,15.0,0.0,5317.446704510434,2.219475405092624,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
892.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5324.379032066501,15.0,0.0,5324.379032066501,2.2223689236111426,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
893.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5331.3113596225685,15.0,0.0,5331.3113596225685,2.225262442129661,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
894.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5338.243687178636,15.0,0.0,5338.243687178636,2.22815596064818,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
895.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5345.176014734702,15.0,0.0,5345.176014734702,2.2310494791666984,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
896.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5352.1083422907695,15.0,0.0,5352.1083422907695,2.233942997685217,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
897.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5359.040669846837,15.0,0.0,5359.040669846837,2.2368365162037356,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
898.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5365.972997402904,15.0,0.0,5365.972997402904,2.239730034722254,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
899.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5372.90532495897,15.0,0.0,5372.90532495897,2.242623553240773,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
900.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5379.837652515037,15.0,0.0,5379.837652515037,2.2455170717592914,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
901.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5386.769980071104,15.0,0.0,5386.769980071104,2.24841059027781,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
902.0,1000.0,20.0,25.0,48.0,20.833333333333332,1000.0,48.0,20.833333333333332,1000.0,25.0,1000.0,20.0,10.0,15.0,123.0,1000.0,23.0,356.0,24.0,0.0028935185185185184,99.9,356.0,15.0,66.66666666666667,123.0,24.0,0.0028935185185185184,23.0,356.0,1000.0,5.0,300.0,15.0,200.0,0.0,5393.702307627171,15.0,0.0,5393.702307627171,2.2513041087963286,15.0,0.0,300.0,20.0,35.0,105840.0,48.0,5080320.0,48.0,105840.0,20.0,35.0,35.0,300.0,5080320.0,25.0,0.0,0.0,48.0,0.0,48.0,0.0,25.0,50.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
