time,painel_fotovoltaico_tensao,painel_fotovoltaico_corrente,painel_fotovoltaico_potencia,painel_fotovoltaico_temperatura,painel_fotovoltaico_radiacao,painel_fotovoltaico_inclinacao,eletrolisador_tensao,eletrolisador_corrente,eletrolisador_densidade_corrente,eletrolisador_temperatura,eletrolisador_caudal_H2,eletrolisador_caudal_H2O,eletrolisador_pressao,eletrolisador_potencia,tanque_pressao,tanque_volume,tanque_temperatura,celula_combustivel_tensao,celula_combustivel_corrente,celula_combustivel_temperatura,celula_combustivel_caudal_H2,celula_combustivel_caudal_H2O,celula_combustivel_pressao,celula_combustivel_potencia,bateria_tensao,bateria_corrente,bateria_temperatura,bateria_soc,rede_tensao,rede_corrente
80.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.27821869488585,9.927821869488586,69.4947530864201,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
81.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.26099537037086,9.926099537037086,69.48269675925961,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
82.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.24377204585588,9.924377204585587,69.47064043209912,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
83.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.22654872134089,9.922654872134089,69.45858410493864,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
84.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2093253968259,9.920932539682589,69.44652777777814,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
85.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19210207231092,9.919210207231092,69.43447145061766,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
86.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17487874779593,9.917487874779594,69.42241512345716,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
87.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.15765542328094,9.915765542328094,69.41035879629666,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
88.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.14043209876596,9.914043209876596,69.39830246913617,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
89.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.12320877425097,9.912320877425095,69.38624614197569,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
90.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.10598544973598,9.910598544973599,69.37418981481521,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
91.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.088762125221,9.9088762125221,69.36213348765472,0.03541367185080999,0.0,0.0,2500.0,1.0,52.083333333333336,0.017223324514991183,0.017223324514991183,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08212081128802,9.908212081128802,69.35748456790164,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
93.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07547949735505,9.907547949735504,69.35283564814854,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.06883818342207,9.906883818342207,69.34818672839546,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0621968694891,9.90621968694891,69.34353780864238,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.05555555555613,9.905555555555614,69.3388888888893,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
97.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.04891424162315,9.904891424162315,69.3342399691362,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
98.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.04227292769018,9.904227292769017,69.32959104938314,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
99.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0356316137572,9.90356316137572,69.32494212963006,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.02899029982423,9.902899029982423,69.32029320987697,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
101.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.02234898589126,9.902234898589127,69.31564429012388,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
102.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.01570767195828,9.901570767195828,69.3109953703708,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
103.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.00906635802531,9.90090663580253,69.30634645061772,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
104.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.00242504409233,9.900242504409235,69.30169753086463,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
105.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.99578373015936,9.899578373015936,69.29704861111156,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
106.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.98914241622639,9.898914241622638,69.29239969135848,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
107.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.98250110229341,9.898250110229341,69.2877507716054,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
108.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.97585978836044,9.897585978836043,69.28310185185232,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
109.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.96921847442746,9.896921847442748,69.27845293209924,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
110.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.96257716049449,9.89625771604945,69.27380401234616,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
111.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.95593584656152,9.895593584656151,69.26915509259308,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
112.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.94929453262854,9.894929453262854,69.26450617283999,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
113.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.94265321869557,9.894265321869556,69.2598572530869,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
114.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9360119047626,9.893601190476259,69.25520833333384,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
115.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.92937059082962,9.892937059082962,69.25055941358075,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
116.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.92272927689665,9.892272927689664,69.24591049382767,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
117.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.91608796296367,9.891608796296367,69.24126157407458,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
118.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9094466490307,9.89094466490307,69.2366126543215,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,69.23196373456841,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.997181286549704,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
120.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.994362573099416,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
121.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99154385964913,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
122.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98872514619883,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
123.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.985906432748536,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
124.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98308771929825,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
125.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98026900584796,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
126.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97745029239766,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
127.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97463157894737,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
128.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97181286549708,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
129.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96899415204679,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
130.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,0.0,0.03541367185080999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.966175438596494,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
131.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.90280533509772,9.890280533509772,69.23196373456841,0.03541367185080999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.9633567251462,964.0,0.0,0.0,0.0,2500.0,0.0,0.0
132.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.89616402116475,9.889616402116475,69.22731481481533,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
133.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.88952270723178,9.888952270723177,69.22266589506225,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8828813932988,9.88828813932988,69.21801697530918,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
135.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87624007936583,9.887624007936584,69.21336805555609,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
136.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.86959876543285,9.886959876543285,69.20871913580301,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
137.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.86295745149988,9.886295745149988,69.20407021604993,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
138.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8563161375669,9.88563161375669,69.19942129629685,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
139.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.84967482363393,9.884967482363393,69.19477237654377,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
140.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.84303350970096,9.884303350970097,69.19012345679069,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
141.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.83639219576798,9.883639219576798,69.1854745370376,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
142.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.82975088183501,9.882975088183501,69.18082561728451,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
143.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.82310956790204,9.882310956790203,69.17617669753145,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
144.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,25.0,2500.0,1536.0,48.0,32.0,19.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.81646825396906,9.881646825396906,69.17152777777835,0.03541367185080999,0.0,0.0,964.0,1.0,20.083333333333332,0.0066413139329806,0.0066413139329806,49.9633567251462,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
